keywords,siglaTipo,sexo
 gestante,PL,masculino
 realização,PL,masculino
 parto,PL,masculino
 Sistema Único de Saúde (SUS).,PL,masculino
Alteração,PL,masculino
 Estatuto da Criança e do Adolescente (ECA),PL,masculino
 obrigatoriedade,PL,masculino
 hotel,PL,masculino
 pensão (turismo),PL,masculino
 estabelecimento,PL,masculino
 hospedagem,PL,masculino
  identificação,PL,masculino
 menor,PL,masculino
 adolescente,PL,masculino
 pais,PL,masculino
 responsável legal.,PL,masculino
Alteração,PL,masculino
 Código Brasileiro de Aeronáutica,PL,masculino
 obrigatoriedade,PL,masculino
 conferência,PL,masculino
 bagagem,PL,masculino
 passageiro,PL,masculino
 desembarque,PL,masculino
 aeroporto. __ Monitoração eletrônica,PL,masculino
 transporte,PL,masculino
 manipulação,PL,masculino
 bagagem,PL,masculino
 aeroporto.,PL,masculino
Alteração,PL,masculino
 Lei Orgânica dos Partidos Políticos (1995),PL,masculino
 proibição,PL,masculino
 partido político,PL,masculino
 contrato,PL,masculino
 negociação,PL,masculino
 recursos financeiros,PL,masculino
 Fundo Partidário,PL,masculino
 empresa,PL,masculino
 sócio,PL,masculino
 parente,PL,masculino
 membro,PL,masculino
 direção.,PL,masculino
Alteração,PL,masculino
 Código Penal,PL,masculino
 tipicidade penal,PL,masculino
 crime contra a administração da justiça,PL,masculino
 estrangeiro,PL,masculino
 expulsão,PL,masculino
 permanência,PL,masculino
 país,PL,masculino
 prazo determinado.,PL,masculino
Proibição,PL,masculino
 venda,PL,masculino
 Bebida alcoólica,PL,masculino
 Loja de conveniência,PL,masculino
 posto de gasolina.,PL,masculino
Alteração,PL,masculino
 Estatuto da Criança e do Adolescente (ECA),PL,masculino
 obrigatoriedade,PL,masculino
 estabelecimento comercial,PL,masculino
 venda,PL,masculino
  bebida alcoólica,PL,masculino
  advertência,PL,masculino
 Riscos (segurança),PL,masculino
 menor de idade.,PL,masculino
Alteração,PL,masculino
 Código de Processo Penal,PL,masculino
 rol de testemunhas,PL,masculino
 requisito,PL,masculino
 denúncia,PL,masculino
 restrição,PL,masculino
 réu,PL,masculino
 acesso,PL,masculino
 informações pessoais,PL,masculino
 testemunha.,PL,masculino
Alteração,PL,masculino
 Código de Processo Penal,PL,masculino
 revogação,PL,masculino
 dispositivo legal,PL,masculino
 limitação,PL,masculino
 manifestação,PL,masculino
 parte (processo penal),PL,masculino
 debate (processo penal),PL,masculino
 Tribunal do Júri.,PL,masculino
Comissão de Fiscalização Financeira e Controle (CFFC),PFC,masculino
 Tribunal de Contas da União (TCU),PFC,masculino
 fiscalização,PFC,masculino
 controle,PFC,masculino
 ações,PFC,masculino
 Departamento Nacional de Infraestrutura de Transportes (DNIT),PFC,masculino
 licitação,PFC,masculino
 construção,PFC,masculino
 ponte,PFC,masculino
 Rio Araguaia,PFC,masculino
 Xambioá (TO),PFC,masculino
 Tocantins,PFC,masculino
 atraso,PFC,masculino
 início,PFC,masculino
 obra de engenharia.,PFC,masculino
Alteração,PL,masculino
 Código de Processo Civil (2015),PL,masculino
 impenhorabilidade,PL,masculino
 recursos públicos,PL,masculino
 Fundo Especial de Financiamento de Campanha (FEFC),PL,masculino
 recebimento,PL,masculino
 partido político.,PL,masculino
Alteração,PL,masculino
 Lei Maria da Penha,PL,masculino
 garantia,PL,masculino
 proteção,PL,masculino
 notificação pessoal,PL,masculino
 precedência,PL,masculino
 mulher,PL,masculino
 vítima,PL,masculino
 violência doméstica,PL,masculino
 ato processual,PL,masculino
 saída,PL,masculino
 agressor,PL,masculino
 prisão,PL,masculino
 levantamento,PL,masculino
 medida protetiva.,PL,masculino
Alteração,PL,masculino
 Lei de Falências (2005),PL,masculino
 Lei do Seguro-Desemprego,PL,masculino
 garantia,PL,masculino
 arrendamento,PL,masculino
 empresa,PL,masculino
 hipótese,PL,masculino
 falência,PL,masculino
 sociedade (pessoa jurídica),PL,masculino
 composição,PL,masculino
 empregado,PL,masculino
 devedor,PL,masculino
 finalidade,PL,masculino
 manutenção,PL,masculino
 produção,PL,masculino
 posto de trabalho,PL,masculino
 fomento,PL,masculino
 preservação,PL,masculino
 atividade empresarial,PL,masculino
 pagamento,PL,masculino
 direito,PL,masculino
 seguro-desemprego,PL,masculino
 trabalhador,PL,masculino
 quadro de pessoa,PL,masculino
 regime societário.,PL,masculino
Alteração,PL,masculino
 Lei de Falências (2005),PL,masculino
 Lei do Seguro-Desemprego,PL,masculino
 garantia,PL,masculino
 arrendamento,PL,masculino
 empresa,PL,masculino
 hipótese,PL,masculino
 falência,PL,masculino
 sociedade (pessoa jurídica),PL,masculino
 composição,PL,masculino
 empregado,PL,masculino
 devedor,PL,masculino
 finalidade,PL,masculino
 manutenção,PL,masculino
 produção,PL,masculino
 posto de trabalho,PL,masculino
 fomento,PL,masculino
 preservação,PL,masculino
 atividade empresarial,PL,masculino
 pagamento,PL,masculino
 direito,PL,masculino
 seguro-desemprego,PL,masculino
 trabalhador,PL,masculino
 quadro de pessoa,PL,masculino
 regime societário.,PL,masculino
Alteração,PL,feminino
 Lei de Falências (2005),PL,feminino
 Lei do Seguro-Desemprego,PL,feminino
 garantia,PL,feminino
 arrendamento,PL,feminino
 empresa,PL,feminino
 hipótese,PL,feminino
 falência,PL,feminino
 sociedade (pessoa jurídica),PL,feminino
 composição,PL,feminino
 empregado,PL,feminino
 devedor,PL,feminino
 finalidade,PL,feminino
 manutenção,PL,feminino
 produção,PL,feminino
 posto de trabalho,PL,feminino
 fomento,PL,feminino
 preservação,PL,feminino
 atividade empresarial,PL,feminino
 pagamento,PL,feminino
 direito,PL,feminino
 seguro-desemprego,PL,feminino
 trabalhador,PL,feminino
 quadro de pessoa,PL,feminino
 regime societário.,PL,feminino
Alteração,PL,masculino
 Código Penal,PL,masculino
 aumento,PL,masculino
 pena,PL,masculino
 roubo,PL,masculino
 utilização,PL,masculino
 arma branca.,PL,masculino
Alteração,PL,masculino
 Lei de Diretrizes e Bases da Educação Nacional (1996),PL,masculino
 princípios,PL,masculino
 educação,PL,masculino
 princípio da moralidade,PL,masculino
 civilidade,PL,masculino
 cidadania,PL,masculino
 ética,PL,masculino
 inclusão,PL,masculino
 currículo escolar,PL,masculino
 ensino fundamental,PL,masculino
 ensino médio,PL,masculino
 tema transversal,PL,masculino
 educação moral e cívica.,PL,masculino
Alteração,PL,masculino
 Estatuto do Desarmamento,PL,masculino
 Sistema Nacional de Armas (Sinarm),PL,masculino
 comunicação,PL,masculino
 Comando do Exército (Comex),PL,masculino
 apreensão,PL,masculino
  arma de uso restrito,PL,masculino
 criação,PL,masculino
 Cadastro Nacional de Armas de Fogo de Uso Restrito Furtadas ou Roubadas (CNAFR),PL,masculino
 aumento,PL,masculino
 pena,PL,masculino
 Porte ilegal de arma de fogo de uso restrito,PL,masculino
 Posse ilegal de arma de fogo de uso restrito.  _Alteração,PL,masculino
 Código Penal,PL,masculino
 circunstância agravante,PL,masculino
 crime,PL,masculino
 arma de fogo,PL,masculino
 roubo,PL,masculino
 furto,PL,masculino
 adulteração,PL,masculino
 identificação,PL,masculino
 crime contra o  patrimônio,PL,masculino
 aumento,PL,masculino
 pena,PL,masculino
 furto,PL,masculino
 roubo,PL,masculino
 arma de fogo.    _Alteração,PL,masculino
 Lei dos Crimes Hediondos,PL,masculino
 crime hediondo,PL,masculino
 comércio ilegal,PL,masculino
 arma de fogo,PL,masculino
 tráfico internacional de arma de fogo,PL,masculino
 segurança pública.,PL,masculino
Criação,PL,masculino
 Programa de Bolsas de Estudo no Ensino Médio (POMED),PL,masculino
 diretrizes,PL,masculino
 requisito,PL,masculino
 beneficiário,PL,masculino
 Instituição de ensino,PL,masculino
 adesão,PL,masculino
 benefício fiscal,PL,masculino
 isenção tributária,PL,masculino
 Imposto de Renda das Pessoas Jurídicas (IRPJ),PL,masculino
 Contribuição Social sobre o Lucro Líquido (CSLL),PL,masculino
 Contribuição para Financiamento da Seguridade Social (Cofins),PL,masculino
 Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep),PL,masculino
 tributação.,PL,masculino
Obrigatoriedade,PL,masculino
 tipo sanguíneo,PL,masculino
 Fator Rh,PL,masculino
 Documento de identificação civil,PL,masculino
 recém-nascido.,PL,masculino
Obrigatoriedade,PL,masculino
 órgão,PL,masculino
 trânsito,PL,masculino
 divulgação,PL,masculino
 multa de trânsito,PL,masculino
 Diário Oficial,PL,masculino
 internet.,PL,masculino
Obrigatoriedade,PL,masculino
 Aeroporto,PL,masculino
 placa,PL,masculino
 direitos,PL,masculino
 usuário de serviços,PL,masculino
 cancelamento,PL,masculino
 atraso,PL,masculino
 voo.,PL,masculino
Obrigatoriedade,PL,masculino
 monitor de ensino,PL,masculino
 escola,PL,masculino
 educação infantil,PL,masculino
 creche,PL,masculino
 orfanato,PL,masculino
 curso prático,PL,masculino
 prevenção,PL,masculino
 acidente,PL,masculino
 Primeiros socorros.,PL,masculino
Obrigatoriedade,PL,masculino
 farmácia,PL,masculino
 divulgação,PL,masculino
 medicamento,PL,masculino
 gratuidade,PL,masculino
 Sistema Único de Saúde (SUS).,PL,masculino
Alteração,PL,masculino
 Lei dos Fundos Constitucionais,PL,masculino
 inclusão,PL,masculino
 município,PL,masculino
 Alto Horizonte (GO),PL,masculino
 Amaralina (GO),PL,masculino
  Bonópolis (GO),PL,masculino
 Campinaçu (GO),PL,masculino
 Campinorte (GO),PL,masculino
 Campos Verdes (GO),PL,masculino
 Crixás (GO),PL,masculino
 Estrela do Norte (GO),PL,masculino
 Formoso (GO),PL,masculino
 Mara Rosa (GO),PL,masculino
 Minaçu (GO),PL,masculino
 Montividiu do Norte (GO),PL,masculino
 Mozarlândia (GO),PL,masculino
 Mundo Novo (GO),PL,masculino
 Mutunópolis (GO),PL,masculino
 Niquelândia (GO),PL,masculino
 Nova Crixás (GO),PL,masculino
 Nova Iguaçu de Goiás (GO),PL,masculino
 Novo Planalto (GO),PL,masculino
 Porangatu (GO),PL,masculino
 Santa Tereza de Goiás (GO),PL,masculino
 Santa Terezinha de Goiás (GO),PL,masculino
 São Miguel do Araguaia (GO),PL,masculino
 Trombas (GO),PL,masculino
 Uirapuru (GO),PL,masculino
 Uruaçu (GO),PL,masculino
 Goiás,PL,masculino
 aplicação,PL,masculino
 recursos públicos,PL,masculino
 Fundo Constitucional de Financiamento do Norte (FNO).,PL,masculino
Criação,PL,masculino
 Programa Atividade Física,PL,masculino
 Sistema único de Saúde (SUS),PL,masculino
 atividade física,PL,masculino
 política pública,PL,masculino
 saúde pública.,PL,masculino
Alteração,PL,masculino
 Lei de Vigilância Sanitária sobre Produtos Farmacêuticos,PL,masculino
 requisito,PL,masculino
 autorização,PL,masculino
 produção,PL,masculino
 medicamento,PL,masculino
 impressão gráfica,PL,masculino
 destaque,PL,masculino
 embalagem do produto,PL,masculino
 validade,PL,masculino
 número,PL,masculino
 lote,PL,masculino
 data,PL,masculino
 fabricação.,PL,masculino
Alteração,PL,masculino
 Lei da Política Nacional do Meio Ambiente,PL,masculino
 atribuição,PL,masculino
 responsabilidade civil,PL,masculino
 agente financeiro,PL,masculino
 financiamento,PL,masculino
 empreedimento,PL,masculino
 provocação,PL,masculino
 degradação,PL,masculino
 dano ambiental.,PL,masculino
Alteração,PL,masculino
 Lei Maria da Penha,PL,masculino
 Medida protetiva de urgência,PL,masculino
  indenização,PL,masculino
 mulher,PL,masculino
 violência doméstica.,PL,masculino
Alteração,PL,masculino
 Lei de Propriedade Industrial,PL,masculino
 comprovação,PL,masculino
 dano moral,PL,masculino
 dano material,PL,masculino
 pirataria,PL,masculino
 marca registrada,PL,masculino
 produtos.,PL,masculino
Denominação,PL,masculino
 Rodovia Federal,PL,masculino
 Rio Grande do Sul (RS),PL,masculino
  homenagem,PL,masculino
 presidente,PL,masculino
 clube esportivo,PL,masculino
 futebol,PL,masculino
 logradouro público.,PL,masculino
Alteração,PL,masculino
 Código Penal,PL,masculino
 aumento,PL,masculino
 pena,PL,masculino
 roubo,PL,masculino
 riscos (segurança),PL,masculino
 dano coletivo.,PL,masculino
Alteração,PL,masculino
 Código Penal,PL,masculino
 crime contra a vida,PL,masculino
 aumento,PL,masculino
 pena,PL,masculino
 homicídio,PL,masculino
 riscos (segurança),PL,masculino
 dano coletivo.,PL,masculino
Alteração,PL,masculino
 Lei de Execução Penal,PL,masculino
 obrigatoriedade,PL,masculino
 preso,PL,masculino
 internado,PL,masculino
 ressarcimento,PL,masculino
 despesa,PL,masculino
 assistência material,PL,masculino
 deveres,PL,masculino
   indenização,PL,masculino
 Estado (nação).,PL,masculino
Alteração,PL,masculino
 Código Penal,PL,masculino
 agravação penal,PL,masculino
 crime,PL,masculino
 falsa identidade,PL,masculino
 Falsa comunicação de ocorrência,PL,masculino
 Corpo de Bombeiro Militar,PL,masculino
 Serviços públicos de emergência,PL,masculino
 Trote telefônico.,PL,masculino
Alteração,PL,masculino
 Código de Trânsito Brasileiro,PL,masculino
 aplicação,PL,masculino
 recursos,PL,masculino
 multa de trânsito,PL,masculino
 Segurança Pública.,PL,masculino
Comissão de Defesa do Consumidor (CDC),PFC,masculino
 Tribunal de Contas da União (TCU),PFC,masculino
 fiscalização,PFC,masculino
 fusão,PFC,masculino
 BM&FBovespa,PFC,masculino
  Central de Custódia e Liquidação Financeira de Títulos (CETIP),PFC,masculino
 administração,PFC,masculino
 Tesouro Direto.,PFC,masculino
Obrigatoriedade,PL,masculino
 informação,PL,masculino
 percentual,PL,masculino
 cacau,PL,masculino
 embalagem,PL,masculino
 publicidade,PL,masculino
 chocolate,PL,masculino
 produto derivado.,PL,masculino
Alteração,PL,masculino
 Lei Federal,PL,masculino
 Plano de Manutenção,PL,masculino
 Operação e Controle (PMOC),PL,masculino
 manutenção,PL,masculino
 elevador,PL,masculino
 escada rolante,PL,masculino
 esteira rolante.,PL,masculino
Alteração,PL,masculino
 Regime Jurídico Único dos Servidores Públicos Civis da União,PL,masculino
 critério,PL,masculino
 Licença para desempenho de mandato classista,PL,masculino
 servidor público civil,PL,masculino
 mandato,PL,masculino
 entidade de classe.,PL,masculino
Critério,PL,masculino
 linha de crédito,PL,masculino
 banco público,PL,masculino
 financiamento,PL,masculino
 imóvel residencial,PL,masculino
 militar,PL,masculino
 Forças Armadas.,PL,masculino
Alteração,PL,feminino
 Consolidação das Leis do Trabalho (CLT),PL,feminino
 antecipação,PL,feminino
 férias,PL,feminino
 trabalhador,PL,feminino
 homem,PL,feminino
 pai,PL,feminino
 nascimento,PL,feminino
 adoção (direito civil),PL,feminino
 guarda judicial,PL,feminino
 filho,PL,feminino
 paternidade.,PL,feminino
Obrigatoriedade,PL,masculino
 Plano de saúde,PL,masculino
 seguro privado,PL,masculino
 saúde,PL,masculino
 divulgação,PL,masculino
 funcionamento,PL,masculino
 central de atendimento,PL,masculino
 ligação telefônica,PL,masculino
 consumidor,PL,masculino
 urgência.,PL,masculino
Obrigatoriedade,PL,masculino
 identificação,PL,masculino
 registro,PL,masculino
 aeromodelo,PL,masculino
 Aeronave Remotamente Pilotada (ARP),PL,masculino
 regulamentação,PL,masculino
 Agência Nacional de Aviação Civil (ANAC).,PL,masculino
Denominação,PL,masculino
 trecho rodoviário,PL,masculino
 rodovia federal,PL,masculino
 Sapucaia do Sul (RS),PL,masculino
 Porto Alegre (RS),PL,masculino
 Rio Grande do Sul,PL,masculino
 homenagem postuma,PL,masculino
 presidente,PL,masculino
 clube esportivo,PL,masculino
 futebol,PL,masculino
 logradouro público.,PL,masculino
Alteração,PL,masculino
 Lei Geral de Telecomunicações,PL,masculino
 direitos,PL,masculino
 usuário de serviços,PL,masculino
 Serviços de telecomunicações,PL,masculino
 promoção,PL,masculino
 Plano de serviços,PL,masculino
 obrigatoriedade,PL,masculino
 Concessionária de serviço de telecomunicação,PL,masculino
 divulgação.,PL,masculino
Alteração,PL,masculino
 legislação tributária federal,PL,masculino
 critério,PL,masculino
 isenção tributária,PL,masculino
 Imposto sobre a Renda da Pessoa Física (IRPF),PL,masculino
 rendimento,PL,masculino
 idoso,PL,masculino
 tributação.,PL,masculino
Alteração,PL,masculino
 Consolidação das Leis do Trabalho (CLT),PL,masculino
 compartilhamento,PL,masculino
 licença maternidade. _Alteração,PL,masculino
 Lei de Benefícios da Previdência Social,PL,masculino
 Salário-maternidade,PL,masculino
 compartilhamento,PL,masculino
 licença maternidade,PL,masculino
Alteração,PL,masculino
 Lei da Ação Civil Pública (Defesa de Interesses Difusos),PL,masculino
 ação civil pública,PL,masculino
  responsabilidade,PL,masculino
 Poder Público,PL,masculino
 negligência,PL,masculino
 ensino obrigatório,PL,masculino
 qualidade.,PL,masculino
Criação,PL,masculino
 Cadastro Nacional Informatizado de Medicamentos,PL,masculino
 registro,PL,masculino
 medicamento,PL,masculino
 rede pública de saúde,PL,masculino
 Sistema Nacional de Saúde.,PL,masculino
Diretrizes,PL,masculino
 combate,PL,masculino
 desperdício de alimentos,PL,masculino
 doação,PL,masculino
 alimento,PL,masculino
 banco de alimentos,PL,masculino
 criação,PL,masculino
 Semana Nacional de Combate ao Desperdício alimentar,PL,masculino
 comemoração,PL,masculino
 outubro.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,feminino
 lei federal,PL,feminino
 segurança pública,PL,feminino
 medida de proteção,PL,feminino
 violência,PL,feminino
 criança,PL,feminino
 adolescente,PL,feminino
 vítima,PL,feminino
 viiolência sexual,PL,feminino
 proteção,PL,feminino
 Direitos da criança e do adolescente.,PL,feminino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,feminino
 lei federal,PL,feminino
 segurança pública,PL,feminino
 medida de proteção,PL,feminino
 violência,PL,feminino
 criança,PL,feminino
 adolescente,PL,feminino
 vítima,PL,feminino
 viiolência sexual,PL,feminino
 proteção,PL,feminino
 Direitos da criança e do adolescente.,PL,feminino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,NA
 lei federal,PL,NA
 segurança pública,PL,NA
 medida de proteção,PL,NA
 violência,PL,NA
 criança,PL,NA
 adolescente,PL,NA
 vítima,PL,NA
 viiolência sexual,PL,NA
 proteção,PL,NA
 Direitos da criança e do adolescente.,PL,NA
Alteração,PL,feminino
 lei federal,PL,feminino
 segurança pública,PL,feminino
 medida de proteção,PL,feminino
 violência,PL,feminino
 criança,PL,feminino
 adolescente,PL,feminino
 vítima,PL,feminino
 viiolência sexual,PL,feminino
 proteção,PL,feminino
 Direitos da criança e do adolescente.,PL,feminino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 lei federal,PL,masculino
 segurança pública,PL,masculino
 medida de proteção,PL,masculino
 violência,PL,masculino
 criança,PL,masculino
 adolescente,PL,masculino
 vítima,PL,masculino
 viiolência sexual,PL,masculino
 proteção,PL,masculino
 Direitos da criança e do adolescente.,PL,masculino
Alteração,PL,masculino
 Lei dos Símbolos Nacionais,PL,masculino
 obrigatoriedade,PL,masculino
 hasteamento,PL,masculino
 Bandeira Nacional,PL,masculino
  órgão público.,PL,masculino
Alteração,PL,masculino
 Código de Trânsito Brasileiro,PL,masculino
 infração de trânsito,PL,masculino
 infração gravíssima,PL,masculino
 omissão,PL,masculino
 doença preexistente,PL,masculino
